can_smiles_solute,can_smiles_solvent,DGsolv,index,Exp_or_QM,Train/Valid/Test,predicted
CC(Cl)Cl,CCCCCCCCO,-3.29,4674,Exp,Train,-3.3088639
CCc1ccccc1,CO,-4.86,11801,Exp,Train,-4.860346
Nc1ccccc1,Cc1ccccc1C,-6.1,18364,Exp,Train,-6.0968056
O=C=O,CCCCOCCOCCO,-0.23,20631,Exp,Train,-0.24696386
C=C,N#Cc1ccccc1,-0.45,1360,Exp,Train,-0.43736887
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,-16.4,8928,Exp,Train,-16.021795
c1cc2c3c(cccc3c1)CC2,CNC=O,-8.5,22736,Exp,Train,-8.693491
CCCc1ccccc1,O,-0.56,10247,Exp,Train,-0.4941859
[H][H],ClCCl,1.57,22611,Exp,Train,1.5723228
O=C(O)c1ccccc1O,CN(C)C=O,-10.87,19896,Exp,Train,-10.9038925
CC(C)O,C1CCCCC1,-2.37,4340,Exp,Train,-2.3493757
Brc1ccc(Br)cc1,CCC(C)O,-6.94,66,Exp,Train,-6.988394
CC(=O)C1CCCCC1,O,-3.9,2363,Exp,Train,-3.855248
CCCCO,CCCCO,-6.07,9545,Exp,Train,-6.0307355
CCN(CC)CC,ClC(Cl)(Cl)Cl,-4.82,10448,Exp,Train,-4.740517
CCCCN,O,-4.26,9461,Exp,Train,-4.3176703
NC(=O)c1ccccc1,c1ccccc1,-9.93,17607,Exp,Train,-9.804881
C1CCOC1,CCOC(C)=O,-4.11,913,Exp,Train,-4.104615
Cc1ccccc1C(=O)O,CCCCO,-8.96,15521,Exp,Train,-8.940756
ClCCl,CCNC(C)=O,-3.72,16179,Exp,Train,-3.715569
CCCCCCCCCCCCO,CCCCCCCCCCCCO,-10.9,8841,Exp,Train,-10.883577
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,-12.5,4227,Exp,Train,-12.5513115
C=CC(=O)OCC(C)C,C=CC(=O)OCC(C)C,-5.81,1501,Exp,Train,-5.7592697
CCCCCCCCCC,O,3.18,8485,Exp,Train,3.1988795
FC(F)(F)F,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,1.4,16920,Exp,Train,1.6179651
CCCCO,CN1CCN(C)C1=O,-6.08,9557,Exp,Train,-6.053318
CN1CCCC1,CCCCCCCCO,-4.97,12352,Exp,Train,-4.8551455
O=C(O)c1ccc(O)cc1,CC(C)=O,-11.51,19574,Exp,Train,-11.510917
CC1=CCC2CC1C2(C)C,CC1=CCC2CC1C2(C)C,-6.04,5272,Exp,Train,-5.977041
O=C(O)c1ccc(Cl)cc1,CCOCCO,-10.77,19542,Exp,Train,-10.683544
COc1ccc(CCN)cc1,O,-8.51,13751,Exp,Train,-8.440197
C=CCCCC,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-3.18,1882,Exp,Train,-3.1399255
CCCCC(C)=O,CCCCCCCl,-5.42,7254,Exp,Train,-5.330069
O=C1CCCC1,ClCCCl,-6.26,20233,Exp,Train,-6.2867355
CCCCCCCCCCCCCCCCCCCCCCCC,COC(C)(C)C,-16.3,8715,Exp,Train,-16.450611
[H][H],CCCO,1.52,22592,Exp,Train,1.5419875
O=C(O)c1cccc(Cl)c1,CCCCCOC(C)=O,-10.14,19709,Exp,Train,-10.109313
CCCC(C)=O,Cc1ccccc1C,-4.87,6844,Exp,Train,-4.83112
CO,CCOCC,-3.495,12659,Exp,Train,-3.5134773
C#CC,OCc1ccccc1,-1.77,168,Exp,Train,-1.7683231
Ic1ccccc1,C1CCC2CCCCC2C1,-5.96,17187,Exp,Train,-5.7864714
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CCCCCCC,-10.24,16247,Exp,Train,-10.315794
O=[N+]([O-])c1cccc2ccccc12,CCCCC(CC)CO,-9.76,21469,Exp,Train,-9.785336
C=CCCC=C,C=CCCC=C,-3.89,1864,Exp,Train,-3.8163614
CCCCCCC,CO,-3.39,8031,Exp,Train,-3.3763714
CCCCCCO,CCCCCC(C)C,-5.1,9119,Exp,Train,-5.0192604
CCCCCCC,CN1CCN(C)C1=O,-3.1,8028,Exp,Train,-3.121923
C=C,COC(C)=O,-0.75,1353,Exp,Train,-0.73335475
CCCCCCO,Clc1ccccc1,-5.98,9139,Exp,Train,-5.970396
CCI,Brc1cccc2ccccc12,-3.97,10307,Exp,Train,-3.933639
Cc1ccccc1,O=C1CCCO1,-4.72,15460,Exp,Train,-4.7420044
CCCCC,CCCCCCCC,-3.24,7435,Exp,Train,-3.208584
CCCOP(=O)(OCCC)OCCC,CCCCCCCCO,-8.65,10156,Exp,Train,-8.450673
CCC(C)C,CNC=O,-1.57,6124,Exp,Train,-1.5872418
CCCO,Cc1cccc(C)c1,-3.72,9998,Exp,Train,-3.7149796
O=C(O)c1cccc(C(=O)O)c1,CN1CCCC1=O,-15.46,19688,Exp,Train,-15.324009
CCC(C)Br,C=CCCCCCCCCCCCCCC,-3.96,6056,Exp,Train,-3.9408853
CCCc1ccccc1,OCCOCCO,-4.55,10249,Exp,Train,-4.601799
CCC(C)(C)OC,CN1CCCCC1=O,-3.86,5907,Exp,Train,-3.8729413
CCN(CC)CC,CCCO,-4.82,10437,Exp,Train,-4.7734036
CC(C)CC(C)(C)C,OCCOCCOCCO,-1.88,3828,Exp,Train,-1.8462298
O=c1cc[nH]c(=O)[nH]1,O,-16.59,21712,Exp,Train,-16.542084
CCCCCO,CCCCCCCCC,-3.92,9251,Exp,Train,-4.0600805
c1ccc2c(c1)Cc1ccccc1O2,CO,-9.2,23100,Exp,Train,-9.257209
O=C(Oc1ccccc1)Oc1ccccc1,CO,-11.84,20040,Exp,Train,-11.810593
c1ccc2c(c1)CCC2,c1ccc2c(c1)CCC2,-6.81,22995,Exp,Train,-6.781952
c1ccc(-c2ccccc2)cc1,CCCC(C)CO,-8.24,22838,Exp,Train,-8.27574
CCCC(C)CO,CCCC(C)CO,-6.83,6955,Exp,Train,-6.861113
C1COCCO1,CC(=O)N(C)C,-4.995,975,Exp,Train,-4.969841
Clc1cccc(-c2ccccc2)c1Cl,O,-2.45,16555,Exp,Train,-2.3616934
c1ccc2cc3ccccc3cc2c1,CC(C)CC(C)O,-9.89,23272,Exp,Train,-9.943728
OCCCc1ccccc1,OCCCc1ccccc1,-9.26,21956,Exp,Train,-9.243693
CCN(CC)CC,CC(C)(C)O,-4.38,10422,Exp,Train,-4.411779
C#CCCl,C#CCCl,-4.15,258,Exp,Train,-4.1932154
CCCCCCCCCC=O,CCCCCCCCCC=O,-7.99,8493,Exp,Train,-7.964642
CC(C)C(C)C(C)C,C=CCCCCCC,-4.92,3598,Exp,Train,-4.9009295
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,CN(C)C=O,-20.04,19265,Exp,Train,-19.966389
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CC(C)O,-19.25,13505,Exp,Train,-19.28419
C1CCCCC1,Clc1cccc2ccccc12,-3.88,802,Exp,Train,-3.6928864
CC(=O)N(C)C,C=CCCCCCCC=C,-5.22,2470,Exp,Train,-5.1845694
C,CCCCCCCCC,0.2,362,Exp,Train,0.1991476
ClC(Cl)C(Cl)(Cl)Cl,ClC(Cl)C(Cl)(Cl)Cl,-6.3,15944,Exp,Train,-6.283147
C1CCCCC1,NC=O,-1.36,813,Exp,Train,-1.3541576
[N-]=[N+]=O,CCCCCCCCCCO,-0.55,22651,Exp,Train,-0.4524724
c1ccccc1,CCCCCCCCCCCCCCCC,-3.81,23439,Exp,Train,-3.7948813
FCCl,FCCl,-2.91,17048,Exp,Train,-2.9349315
CCCCOC(C)=O,CCCCc1ccccc1,-5.28,9668,Exp,Train,-5.22793
CC(=O)C(C)C,[H]O[H],-3.22,2324,Exp,Train,-3.174744
CCCCCCC,Cc1ccc(C)cc1,-4.58,8038,Exp,Train,-4.5473804
CCCCCCC=O,CCCCCCC=O,-6.1,8092,Exp,Train,-6.08959
CCC,CCCCC,-1.81,6390,Exp,Train,-1.8247727
OCCO,CCCCO,-8.69,21981,Exp,Train,-8.7124605
CCCCCCCCCCCCCCCCCCCCCCCCC,COC(C)(C)C,-17.07,8721,Exp,Train,-17.10363
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,ClCCl,-14.17,11976,Exp,Train,-14.191694
CC(=O)Nc1ccccc1,O,-9.79,2648,Exp,Train,-9.477842
CC(C)=CCCC(C)CCCC(C)CCCC(C)C,O,3.72,3457,Exp,Train,3.5875435
COc1ccc2cc(C(C)C(=O)O)ccc2c1,CCCC(C)O,-16.5,13871,Exp,Train,-16.195175
c1ccccc1,O=CN1CCOCC1,-4.02,23503,Exp,Train,-4.0304794
CC(C)(C)Cl,CCCCO,-3.08,3179,Exp,Train,-3.018815
CCCC(C)=O,CNC=O,-4.69,6839,Exp,Train,-4.640097
CCO,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,-3.37,10703,Exp,Train,-3.2898464
C=C(Cl)Cl,C=C(Cl)Cl,-3.56,1303,Exp,Train,-3.6028693
c1ccc2cc3ccccc3cc2c1,CCCCCCC,-10.105,23288,Exp,Train,-10.2358885
O=C1CCCN1,O=C1CCCN1,-10.1,20283,Exp,Train,-9.893231
CC(C)CCC(C)C,CC(C)CC(C)(C)C,-4.84,3987,Exp,Train,-4.836521
CCCCCCO,CCCCCCCCCCO,-6.99,9126,Exp,Train,-6.96912
FC(F)=CCl,CN1CCCC1=O,-2.26,16986,Exp,Train,-2.2376506
CCC(C)=O,CCCCC,-3.41,5971,Exp,Train,-3.3602371
Ic1ccccc1,CN(C)C=O,-7.09,17195,Exp,Train,-7.1269345
Oc1ccccc1Cl,O,-4.56,22391,Exp,Train,-4.51011
CCCCC,BrC(Br)C(Br)Br,-2.06,7399,Exp,Train,-2.0767484
CCCCC(=O)OC,CCc1ccccc1,-5.56,7192,Exp,Train,-5.4734845
CCCCC,C=CCCCC,-3.34,7405,Exp,Train,-3.3238428
CCI,Brc1ccccc1,-4.23,10308,Exp,Train,-4.2375045
CC(C)C,C1CCC2CCCCC2C1,-2.0,3698,Exp,Train,-1.9492167
CCN(CC)CC,CCO,-4.87,10439,Exp,Train,-4.834579
c1ccc2c(c1)Cc1ccccc1O2,CCCCCCCCCC,-9.67,23076,Exp,Train,-9.778454
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,-12.81,15937,Exp,Train,-12.700636
CC(C)C,OC1CCCCC1,-1.55,3741,Exp,Train,-1.5425175
CCCCC(=O)CC,CCCCO,-5.8,7138,Exp,Train,-5.7796583
c1ccc(-c2ccccc2)cc1,CC(C)O,-8.09,22834,Exp,Train,-8.173909
C=C=CCC,C=C=CCC,-3.69,1422,Exp,Train,-3.6621294
COc1ccccc1,[H]O[H],-2.62,13962,Exp,Train,-2.528935
CCC(C)=O,CS(C)=O,-4.210000000000001,6014,Exp,Train,-4.1397333
C1CCCCCC1,CN(C)C=O,-3.79,847,Exp,Train,-3.7742577
CCCCC,C=CCCCCCCCC,-3.16,7407,Exp,Train,-3.152268
Clc1ccccc1,CCCCCCCCCCCCCCCC,-4.965,16614,Exp,Train,-4.962833
CCCCO,C1CCCCC1,-3.52,9514,Exp,Train,-3.4866521
ClC(Cl)Cl,CCCCCC,-3.17,15970,Exp,Train,-3.2402523
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,-7.34,21332,Exp,Train,-7.2824783
CCCCCCCCCCCO,CCCCCCCCCCCO,-10.2,8866,Exp,Train,-10.150181
C=C(C)/C=C/C,C=C(C)/C=C/C,-4.3,1085,Exp,Train,-4.2874775
CC(=O)c1ccccc1,CCCCCCCCCCCCCCCC,-6.09,3004,Exp,Train,-6.03065
CCCCCCCCCCCC(=O)OCC,CCCCCCCCCCCC(=O)OCC,-10.6,8538,Exp,Train,-10.166252
CCC(C)O,CCCCCl,-4.17,6211,Exp,Train,-4.205197
Oc1ccc(Br)cc1,Cc1ccccc1C,-8.69,22197,Exp,Train,-8.774448
N#N,CCCCCCCCCCCC,1.16,17376,Exp,Train,1.1930785
C1CCCCC1,CCCCOC(=O)c1ccccc1C(=O)OCCCC,-3.73,761,Exp,Train,-3.7100258
C=CC,CCC(C)CO,-1.3,1633,Exp,Train,-1.29153
ClB(Cl)Cl,ClB(Cl)Cl,-3.07,15845,Exp,Train,-3.1299994
CC(C)OC(C)(C)C,CC(=O)N(C)C,-3.75,4419,Exp,Train,-3.7201695
CCCCC(C)(C)C,CCCCC(C)(C)C,-4.8,7232,Exp,Train,-4.778978
CCC(C)=O,Clc1ccccc1,-4.475,6030,Exp,Train,-4.4006386
CCC,CCCCCCCC,-1.74,6393,Exp,Train,-1.7378255
C[N+](=O)[O-],c1ccncc1,-5.095000000000001,14422,Exp,Train,-5.0960226
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,O,-5.22,21209,Exp,Train,-5.191752
O=C(O)CCCCC(=O)O,CC(C)=O,-13.08,19041,Exp,Train,-12.984171
FC(F)=C(F)Br,FC(F)=C(F)Br,-2.82,16969,Exp,Train,-2.810279
CCCCSC,CCCCSC,-5.43,9789,Exp,Train,-5.38021
O=C1c2ccccc2-c2ccccc21,CCO,-10.63,20524,Exp,Train,-10.61171
C=CCCCCC(C)C,C=CCCCCC(C)C,-5.59,1924,Exp,Train,-5.6116447
CCCCCCCC,CC(C)=O,-4.41,8157,Exp,Train,-4.435945
c1cc2ccc3cccc4ccc(c1)c2c34,COC(C)(C)C,-12.21,22797,Exp,Train,-12.25085
c1cc2ccc3cccc4ccc(c1)c2c34,COC(C)CCO,-12.26,22799,Exp,Train,-12.359103
CCOCCOC(C)=O,O,-5.31,11269,Exp,Train,-5.2945967
CC(C)CCC(C)C,CCCC#N,-4.0,3997,Exp,Train,-3.989554
CCCCC,CN1CCN(C)C1=O,-1.88,7474,Exp,Train,-1.8890916
c1cc2c3c(cccc3c1)CC2,CCCCCCCCO,-8.61,22724,Exp,Train,-8.822681
O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],-5.64,21164,Exp,Train,-5.5070014
O=C(O)c1ccccc1O,Clc1ccccc1,-8.36,19904,Exp,Train,-8.357936
CC(=O)OO,CC(=O)OO,-5.91,2853,Exp,Train,-5.849839
CC1CCC[C@@H](O)C1,CC1CCC[C@@H](O)C1,-7.56,5467,Exp,Train,-7.560296
Cc1cccnc1,CCCCCCCCCCCCCCCC,-4.91,15669,Exp,Train,-4.7772865
COC=O,CCOCCO,-3.08,13190,Exp,Train,-3.1067858
C1CCCCC1,CCCCCCCCCCCCO,-3.7,747,Exp,Train,-3.6468415
CCCCCCCC,CC1COC(=O)O1,-3.01,8165,Exp,Train,-3.0034125
CCOC(=O)c1ccc(N)cc1,CCCC(C)O,-11.17,11024,Exp,Train,-11.029183
Cn1cccc1,Cn1cccc1,-5.42,16720,Exp,Train,-5.4328127
CC(C)CC(C)(C)C,O=CN1CCOCC1,-2.44,3825,Exp,Train,-2.4059398
c1ccc2cc3ccccc3cc2c1,Cc1cccc(C)c1,-11.28,23320,Exp,Train,-11.323149
Oc1ccccc1,CCCCCCCCCC,-5.495,22344,Exp,Train,-5.45443
O=C1c2ccccc2-c2ccccc21,CC(C)CO,-10.35,20481,Exp,Train,-10.513873
CCC(C)(C)OC,CCNC(C)=O,-3.86,5904,Exp,Train,-3.8061016
CC(C)C,CCOC(C)=O,-2.16,3724,Exp,Train,-2.0909836
C=CC(C)C,CC(C)CC(C)(C)C,-2.87,1577,Exp,Train,-2.846709
CS,O,-1.21,14113,Exp,Train,-1.2252715
CCCCC,CCCCCCCCC,-3.18,7436,Exp,Train,-3.1601477
Cc1ccc(O)cc1C,CCCCCCC,-6.89,15067,Exp,Train,-6.6498795
ClC(Cl)(Cl)Cl,CCOCC,-4.41,15897,Exp,Train,-4.409406
CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCCCOCCCC,-12.59,11733,Exp,Train,-12.662178
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CCCCOCCCC,-12.56,11970,Exp,Train,-12.521374
CCOC(C)(C)C,CNC(C)=O,-3.4,11082,Exp,Train,-3.325968
CCOC(C)=O,ClCCCl,-4.71,11147,Exp,Train,-4.685067
COC(=O)CCl,COC(=O)CCl,-6.07,12801,Exp,Train,-6.0235558
C1CSC1,C1CSC1,-5.03,1068,Exp,Train,-4.9965873
CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,-17.5,7356,Exp,Train,-17.469282
CCOC(C)=O,CN1CCN(C)C1=O,-3.98,11136,Exp,Train,-3.9436998
CCCCOC(C)=O,CCCCCCCCCC,-4.705,9661,Exp,Train,-4.6191726
C=CCO,CC(=O)N(C)C,-4.69,2057,Exp,Train,-4.878238
Cc1ccc(O)cc1,CC(Br)Br,-7.52,15041,Exp,Train,-7.5200477
c1ccc2c(c1)Cc1ccccc1-2,CC(C)(C)O,-8.84,23011,Exp,Train,-8.96234
CCCC(C)=O,CCCCCCCl,-4.84,6830,Exp,Train,-4.724404
CCOC(C)=O,Cc1cccc(C)c1,-4.15,11142,Exp,Train,-4.15223
c1ccc2cc3ccccc3cc2c1,CCCC(C)O,-9.99,23285,Exp,Train,-10.041088
O=[N+]([O-])c1cc(Cl)ccc1Cl,CC(C)CC(C)(C)C,-7.63,21233,Exp,Train,-7.6418552
CCCCCCCCCCCCCCCCCCCCCCCCCCCC,O,5.92,8741,Exp,Train,5.597208
CCO,CO,-5.28,10746,Exp,Train,-5.271664
CCCCCCCO,Cc1ccccc1,-6.75,9054,Exp,Train,-6.8274693
C1CCOC1,CCCCN(C=O)CCCC,-3.89,904,Exp,Train,-3.8569932
COc1ccccc1C(=O)O,CCCO,-11.23,14007,Exp,Train,-11.18764
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,CCO,-18.52,19264,Exp,Train,-18.56025
CCCCC=O,CN1CCCC1=O,-4.67,7561,Exp,Train,-4.646838
CCOC(=O)CC,CCCCCCCC,-4.11,10908,Exp,Train,-4.10238
CCCS,O,-1.02,10179,Exp,Train,-1.0169312
CC(=O)C(C)C(C)=O,O,-4.75,2318,Exp,Train,-4.622122
CCN(CC)CC,CCN(CC)CC,-4.465,10438,Exp,Train,-4.4493384
CN(C)C=O,ClC(Cl)(Cl)Cl,-4.73,12084,Exp,Train,-4.7657766
NC(N)=S,CCCCO,-9.97,17737,Exp,Train,-10.000082
O=O,Cc1ccccc1C,0.88,20926,Exp,Train,0.8795981
O=C(O)c1ccccc1,CC(C)CCO,-9.41,19800,Exp,Train,-9.23747
c1ccccc1,CCCCCCCO,-3.78,23446,Exp,Train,-3.7710507
O,CC(C)C(C)C(C)C,-0.49,18512,Exp,Train,-0.4684359
CCCCN(CCCC)CCCC,CCCCN(CCCC)CCCC,-8.08,9416,Exp,Train,-7.933324
C1=CCC=CC1,CCC(C)=O,-4.41,561,Exp,Train,-4.4466157
Oc1ccc(Br)cc1,CCCCCO,-10.62,22193,Exp,Train,-10.589487
Oc1ccccc1,CCCCCC,-5.49,22339,Exp,Train,-5.4002714
O,CCCCCCCCC,-0.53,18531,Exp,Train,-0.5202676
C1CCC1,C1CCC1,-3.12,657,Exp,Train,-3.1142216
CC(=O)Nc1ccc(O)cc1,CCCO,-16.08,2601,Exp,Train,-16.01718
Nc1ccc(Cl)cc1,O,-5.91,18152,Exp,Train,-5.652285
CCC1CCCCC1,COC(C)=O,-4.62,6569,Exp,Train,-4.6336865
CCCCCCC,O=Cc1ccco1,-2.96,8064,Exp,Train,-2.9655948
CC(C)OC(C)C,CC(=O)N(C)C,-3.41,4426,Exp,Train,-3.399502
CCCN,CCCCOCCCC,-2.92,9914,Exp,Train,-2.9696689
CC(=O)C=C(C)C,CC(=O)C=C(C)C,-5.69,2368,Exp,Train,-5.70668
CCCC(C)=O,O,-3.495,6849,Exp,Train,-3.3809383
c1ccc2cc3ccccc3cc2c1,C1COCCO1,-11.53,23266,Exp,Train,-11.681868
Cc1ccccc1,NCCO,-3.5,15455,Exp,Train,-3.547872
CCCCCCC(C)(C)C,CCCCCCC(C)(C)C,-6.02,7910,Exp,Train,-6.0025954
O=c1c2ccccc2sc2ccccc12,CCCCCO,-11.95,21671,Exp,Train,-11.951335
FC(F)(Cl)C(F)(Cl)Cl,COC(C)(C)C,-3.62,16814,Exp,Train,-3.605499
Cc1ccc(C(=O)N(C)C)cc1,O,-9.76,14816,Exp,Train,-8.634547
O=C(C(=O)c1ccccc1)c1ccccc1,C1COCCO1,-12.54,18579,Exp,Train,-12.603354
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,CC(C)O,-8.04,21329,Exp,Train,-8.063257
CO,CC(C)(C)O,-4.62,12619,Exp,Train,-4.6273365
Cc1[nH]n(-c2ccccc2)c(=O)c1C(=O)c1ccccc1,O,-11.57,14449,Exp,Train,-11.770702
NC(=O)c1ccccc1O,C1CCOC1,-13.16,17610,Exp,Train,-13.126182
CCC(C)O,Cc1cccc(C)c1,-4.14,6219,Exp,Train,-4.134251
CC(C)C=O,CCCCN(C=O)CCCC,-3.78,3778,Exp,Train,-3.7038095
C=CCCC=C,C=CCCCCCCCCCCCCCC,-3.36,1865,Exp,Train,-3.3578353
CC=C(C)C,BrC(Br)C(Br)Br,-2.68,5527,Exp,Train,-2.6729836
CCCO,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,-4.07,9966,Exp,Train,-4.0208817
COCC(C)=O,COCC(C)=O,-5.45,13206,Exp,Train,-4.64529
C=CCCCCC,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,-4.07,1936,Exp,Train,-3.9805918
CCCC,CC(=O)N(C)C,-1.75,7005,Exp,Train,-1.7162642
CC,CC1COC(=O)O1,0.02,4876,Exp,Train,0.020141665
FC(F)C(F)(Cl)Cl,FC(F)C(F)(Cl)Cl,-3.37,16991,Exp,Train,-3.3370469
C(=Cc1ccccc1)c1ccccc1,CCCCO,-10.01,320,Exp,Train,-10.082247
O=C1c2ccccc2C(=O)c2c(Cl)cccc21,CCOCC,-13.45,20576,Exp,Train,-13.516022
CC(C)OC(C)C,CC(C)OC(C)C,-3.995,4429,Exp,Train,-3.9930153
CCCCCCCC,COCCO,-3.76,8215,Exp,Train,-3.7451122
O,NC=O,-5.67,18559,Exp,Train,-5.740739
C1CCCCCCC1,N#CCCCCC#N,-4.01,862,Exp,Train,-3.9889255
COC(C)(C)C,CCCCCCCCCCO,-3.73,13002,Exp,Train,-3.6195061
C1=CCCCC1,OCCO,-2.0,605,Exp,Train,-1.9937509
COC(C)=O,c1ccccc1,-4.04,13084,Exp,Train,-3.9705825
CCS(CC)=P([O-])([O-])c1ccc([N+](=O)[O-])cc1,CCCCCCCCO,-11.31,11527,Exp,Train,-11.4201565
CCCCCNCc1ccc(C)cc1,O,-5.21,9234,Exp,Train,-5.228926
O=[N+]([O-])c1ccc(CCl)cc1,CCCCCO,-8.4,21319,Exp,Train,-8.259838
CCCCCCCOC(C)=O,NC=O,-4.84,9077,Exp,Train,-4.731956
CC(C)CC(C)C,Clc1ccccc1,-4.04,3898,Exp,Train,-4.019795
CC(C)CC(C)C,CS(C)=O,-2.03,3890,Exp,Train,-2.0326903
CC(C)O,CCCC(C)O,-4.85,4352,Exp,Train,-4.793975
BrC1CCCCC1,O,-0.57,24,Exp,Train,-0.6189377
CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,O,-15.48,9006,Exp,Train,-15.328266
CCI,O,-0.73,10353,Exp,Train,-0.7346261
O=O,CNC=O,1.12,20921,Exp,Train,1.1281484
CCC(C)(O)CC,O,-4.2,5941,Exp,Train,-4.163124
CCCCCCCC,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-4.43,8174,Exp,Train,-4.396327
CCCCC,CCCCCN(CCCCC)CCCCC,-2.98,7449,Exp,Train,-2.9632807
CCCCC,c1ccccc1,-3.0700000000000003,7523,Exp,Train,-3.066608
ClC(Cl)Cl,CCOC(=O)c1ccccc1C(=O)OCC,-4.1,15992,Exp,Train,-4.0540586
CCC(C)(C)C,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,-2.76,5868,Exp,Train,-2.7496455
C[N+](=O)[O-],CC(C)=O,-5.32,14346,Exp,Train,-5.313928
CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,-16.7,4102,Exp,Train,-16.37324
FC(Cl)Cl,CN(C)C=O,-1.35,16798,Exp,Train,-1.6536603
FC(F)(F)C(F)(F)C(F)(F)F,O,4.28,16881,Exp,Train,4.4868374
CCCCCCCCC,CS(C)=O,-3.24,8396,Exp,Train,-3.22198
CCCCCCCC,COc1ccccc1,-4.66,8217,Exp,Train,-4.6568527
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,O,-8.98,22749,Exp,Train,-9.041186
COC,Cc1ccc(C)cc1,-2.03,13143,Exp,Train,-1.9880534
CF,O,-0.22,11909,Exp,Train,-0.22451419
CCCCCCC,CCCCCl,-4.61,8003,Exp,Train,-4.581389
O=[N+]([O-])c1cccc2ccccc12,CC(C)CC(C)(C)C,-9.18,21462,Exp,Train,-9.149004
CCC(C)(C)C(=O)O,CCC(C)(C)C(=O)O,-7.66,5840,Exp,Train,-7.5306315
c1ccc2c(c1)ccc1ccccc12,CCCCCCCC,-10.1,23221,Exp,Train,-10.150217
ClSCl,ClSCl,-4.27,16231,Exp,Train,-4.3241234
C1CCOC1,CCCCCCCC,-3.66,900,Exp,Train,-3.6369328
CCO,CN1CCCCC1=O,-5.13,10742,Exp,Train,-5.104001
CC(=O)O,O,-6.7,2696,Exp,Train,-6.6459904
CC(Cl)Cl,O,-0.84,4679,Exp,Train,-0.8291457
CCCCCC(C)=O,CCCCOCCCC,-5.73,7662,Exp,Train,-5.680519
C=CC(=O)OCCOC(=O)C=C,C=CC(=O)OCCOC(=O)C=C,-8.53,1536,Exp,Train,-8.410326
CCCC(C)C,CN(C)C=O,-2.52,6910,Exp,Train,-2.5019505
CC(Cl)(Cl)Cl,CCCCN(CCCC)CCCC,-3.69,4649,Exp,Train,-3.663732
CCC(C)(C)C,CN1CCCC1=O,-2.13,5872,Exp,Train,-2.134327
O=C=O,Brc1ccccc1,-0.35,20607,Exp,Train,-0.30118054
c1ccc2c(c1)Cc1ccccc1O2,CCCCCCC,-9.67,23071,Exp,Train,-9.735739
Cc1ccc(C)nc1,CCCCCCCCCCCCCCCC,-5.52,14913,Exp,Train,-5.383938
CCCCCCCC,C=CCCCC,-5.39,8149,Exp,Train,-5.367903
Cc1cc(C)cc(O)c1,CCCCCC,-6.77,14658,Exp,Train,-6.858773
C=C,CC(C)(C)O,-0.49,1325,Exp,Train,-0.49281812
Oc1ccc(Br)cc1,O=[N+]([O-])c1ccccc1,-9.76,22204,Exp,Train,-9.659842
