solute,solvent,logS,DGsolv,Reference (DOI),Comments,can_smiles_solute,can_smiles_solvent,concat_smiles,is_chonps_halogens,index,solvent_iupac_name,m062x,AE,SE
C1CCC(CC1)O,O,,-5.44,10.1016/j.cej.2021.129307,"['Abraham Paper (A10)', 'Abraham Paper (A11)', 'Abraham Paper (A11)', 'Abraham Paper (A11)', 'Abraham Paper (A3)', 'Abraham Paper (A4)', 'Abraham Paper (A6)', 'Abraham Paper (A8)', 'FreeSolv (entry number=397)', 'CompSol Binary (entry number=66394)', 'CompSol Binary (entry number=66395)']",OC1CCCCC1,O,OC1CCCCC1.O,True,21842,Water,-5.05,0.39000000000000057,0.15210000000000046
CCCCCCCC,CCCCCCCC,,-5.305,10.13020/3eks-j059 Compsol pure,Averaged - std : 0.02,CCCCCCCC,CCCCCCCC,CCCCCCCC.CCCCCCCC,True,8179,n-Octane,-4.91,0.3949999999999996,0.15602499999999966
CC(C)OC(C)C,CC(C)OC(C)C,,-3.995,10.13020/3eks-j059 Compsol pure,Averaged - std : 0.02,CC(C)OC(C)C,CC(C)OC(C)C,CC(C)OC(C)C.CC(C)OC(C)C,True,4429,DiIsoPropylEther,-4.39,0.3949999999999996,0.15602499999999966
CCCCl,CCCCCCCCCCCCCCCC,,-2.935,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.07,CCCCl,CCCCCCCCCCCCCCCC,CCCCl.CCCCCCCCCCCCCCCC,True,9847,n-Hexadecane,-3.33,0.395,0.15602500000000002
C1COCCO1,CN(C)C=O,,-5.045,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.01,C1COCCO1,CN(C)C=O,C1COCCO1.CN(C)C=O,True,1012,"n,n-DiMethylFormamide",-5.44,0.39500000000000046,0.15602500000000036
CCC1CCCCC1,CCC(=O)C,,-4.81,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)', 'CompSol Binary (entry number=20125)', 'CompSol Binary (entry number=20129)', 'CompSol Binary (entry number=20130)']",CCC1CCCCC1,CCC(C)=O,CCC1CCCCC1.CCC(C)=O,True,6535,Butanone,-4.41,0.39999999999999947,0.1599999999999996
CCCCC(=O)OC,CCCCCCCCCC,,-4.76,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.01,CCCCC(=O)OC,CCCCCCCCCC,CCCCC(=O)OC.CCCCCCCCCC,True,7186,n-Decane,-4.36,0.39999999999999947,0.1599999999999996
C1CCOCC1,CCC(C)Cl,,-4.65,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=20608)', 'CompSol Binary (entry number=20609)', 'CompSol Binary (entry number=20610)']",C1CCOCC1,CCC(C)Cl,C1CCOCC1.CCC(C)Cl,True,931,2-ChloroButane,-5.05,0.39999999999999947,0.1599999999999996
CCCOC(C)=O,CCCCCCCCCC,,-3.99,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.03,CCCOC(C)=O,CCCCCCCCCC,CCCOC(C)=O.CCCCCCCCCC,True,10071,n-Decane,-4.39,0.39999999999999947,0.1599999999999996
CCCC(O)=O,CC(C)CO,,-7.62,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCC(=O)O,CC(C)CO,CCCC(=O)O.CC(C)CO,True,6712,2-Methyl-1-Propanol,-8.02,0.39999999999999947,0.1599999999999996
CCCCN,CCCCCCCCCCO,,-5.22,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCCN,CCCCCCCCCCO,CCCCN.CCCCCCCCCCO,True,9444,1-Decanol,-4.82,0.39999999999999947,0.1599999999999996
CC=C,CC(O)(C)C,,-1.35,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",C=CC,CC(C)(C)O,C=CC.CC(C)(C)O,True,1625,2-Methyl-2-Propanol,-1.75,0.3999999999999999,0.15999999999999992
CCC,C1=CC=C(C=C1)N,,-0.79,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=32084)'],CCC,Nc1ccccc1,CCC.Nc1ccccc1,True,6425,Aniline,-1.19,0.3999999999999999,0.15999999999999992
CCCCCCCCCCC=C,O,,2.58,10.1016/j.cej.2021.129307,"['Abraham Paper (A11)', 'Abraham Paper (A11)', 'Abraham Paper (A20)', 'Abraham Paper (A5)']",C=CCCCCCCCCCC,O,C=CCCCCCCCCCC.O,True,2013,Water,2.18,0.3999999999999999,0.15999999999999992
CCCN,Cc1ccccc1,,-3.51,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCN,Cc1ccccc1,CCCN.Cc1ccccc1,True,9919,Toluene,-3.11,0.3999999999999999,0.15999999999999992
CCC,c1ccccc1I,,-1.51,10.1016/j.cej.2021.129307,['Abraham Paper (A6)'],CCC,Ic1ccccc1,CCC.Ic1ccccc1,True,6422,IodoBenzene,-1.91,0.3999999999999999,0.15999999999999992
C1CCCCC1,CCCCCO,,-3.71,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C1CCCCC1,CCCCCO,C1CCCCC1.CCCCCO,True,755,1-Pentanol,-3.31,0.3999999999999999,0.15999999999999992
CCCCN,CCCCCCCCC,,-3.55,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCCN,CCCCCCCCC,CCCCN.CCCCCCCCC,True,9440,n-Nonane,-3.15,0.3999999999999999,0.15999999999999992
CC(C)C(C)C(C)C,CC#N,,-3.46,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=31317)', 'CompSol Binary (entry number=31318)']",CC(C)C(C)C(C)C,CC#N,CC(C)C(C)C(C)C.CC#N,True,3600,Acetonitrile,-3.06,0.3999999999999999,0.15999999999999992
OC(C(F)(F)F)C(F)(F)F,O,,-3.77,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,OC(C(F)(F)F)C(F)(F)F,O,OC(C(F)(F)F)C(F)(F)F.O,True,21784,Water,-3.37,0.3999999999999999,0.15999999999999992
CCCN,CCCCCCCCC,,-2.96,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCN,CCCCCCCCC,CCCN.CCCCCCCCC,True,9904,n-Nonane,-2.56,0.3999999999999999,0.15999999999999992
CC1=CCCC(=C)C=CC(CC1)C(C)C,O,,0.14,10.1016/j.cej.2021.129307,['Abraham Paper (A28)'],C=C1C=CC(C(C)C)CCC(C)=CCC1,O,C=C1C=CC(C(C)C)CCC(C)=CCC1.O,True,1388,Water,0.54,0.4,0.16000000000000003
C1CCCCCCC1,O,,0.91,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)', 'CompSol Binary (entry number=66414)', 'CompSol Binary (entry number=66417)']",C1CCCCCCC1,O,C1CCCCCCC1.O,True,865,Water,1.31,0.4,0.16000000000000003
C1COCCO1,Ic1ccccc1,,-4.94,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,C1COCCO1,Ic1ccccc1,C1COCCO1.Ic1ccccc1,True,1039,IodoBenzene,-4.54,0.40000000000000036,0.16000000000000028
CCCCCCCCC,CCCCCC(=O)C,,-5.45,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=21334)'],CCCCCCCCC,CCCCCC(C)=O,CCCCCCCCC.CCCCCC(C)=O,True,8368,2-Heptanone,-5.05,0.40000000000000036,0.16000000000000028
C(Cl)(Cl)Cl,C1CCCCC1=O,,-4.73,10.1016/j.cej.2021.129307,['Abraham Paper (A4)'],ClC(Cl)Cl,O=C1CCCCC1,ClC(Cl)Cl.O=C1CCCCC1,True,16007,CycloHexanone,-4.33,0.40000000000000036,0.16000000000000028
CCCCCC,CCCC#N,,-3.07,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=34319)', 'CompSol Binary (entry number=34320)', 'CompSol Binary (entry number=34322)', 'CompSol Binary (entry number=34323)']",CCCCCC,CCCC#N,CCCCCC.CCCC#N,True,7740,ButanoNitrile,-3.47,0.40000000000000036,0.16000000000000028
CCCCOCCCC,CCCCCCCC,,-5.78,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CCCCOCCCC,CCCCCCCC,CCCCOCCCC.CCCCCCCC,True,9711,n-Octane,-5.38,0.40000000000000036,0.16000000000000028
CC(C)(C)C1=CC=CC=C1,CC(O)C,,-5.63,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)', 'CompSol Binary (entry number=24648)']",CC(C)(C)c1ccccc1,CC(C)O,CC(C)(C)c1ccccc1.CC(C)O,True,3342,2-Propanol,-6.03,0.40000000000000036,0.16000000000000028
CCC1CCCCC1,CCCC(=O)C,,-4.91,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=24567)'],CCC1CCCCC1,CCCC(C)=O,CCC1CCCCC1.CCCC(C)=O,True,6539,2-Pentanone,-4.51,0.40000000000000036,0.16000000000000028
CCC=C,CC(C)CC(C)(C)C,,-2.26,10.1016/j.cej.2021.129307,"["" 'Abraham Paper (A31)'""]",C=CCC,CC(C)CC(C)(C)C,C=CCC.CC(C)CC(C)(C)C,True,1770,"2,2,4-TriMethylPentane",-2.66,0.40000000000000036,0.16000000000000028
CCCCCC(O)=O,CC(Cl)Cl,,-7.33,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCCCC(=O)O,CC(Cl)Cl,CCCCCC(=O)O.CC(Cl)Cl,True,7593,DiChloroEthane,-7.73,0.40000000000000036,0.16000000000000028
[O-][N+](=O)c1ccccc1,CCOCC,,-6.85,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,O=[N+]([O-])c1ccccc1,CCOCC,O=[N+]([O-])c1ccccc1.CCOCC,True,21496,DiethylEther,-7.25,0.40000000000000036,0.16000000000000028
CC(c1ccc(cc1)CC(C)C)C(=O)O,O,,-7.0,10.1016/j.cej.2021.129307,['FreeSolv (entry number=576)'],CC(C)Cc1ccc(C(C)C(=O)O)cc1,O,CC(C)Cc1ccc(C(C)C(=O)O)cc1.O,True,4280,Water,-6.6,0.40000000000000036,0.16000000000000028
CCCCO,Cc1ccc(C)cc1,,-4.49,10.1016/j.cej.2021.129307,"["" 'Abraham Paper (A30)'""]",CCCCO,Cc1ccc(C)cc1,CCCCO.Cc1ccc(C)cc1,True,9561,p-Xylene,-4.09,0.40000000000000036,0.16000000000000028
c1ccc2ccccc2c1,CCCCCCCCCCCCCCCC,,-7.29,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,c1ccc2ccccc2c1,CCCCCCCCCCCCCCCC,c1ccc2ccccc2c1.CCCCCCCCCCCCCCCC,True,23349,n-Hexadecane,-6.89,0.40000000000000036,0.16000000000000028
C1=CC=C2C(=C1)C=CC3=CC=CC=C32,CC(O)(C)C,,-9.55,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",c1ccc2c(c1)ccc1ccccc12,CC(C)(C)O,c1ccc2c(c1)ccc1ccccc12.CC(C)(C)O,True,23206,2-Methyl-2-Propanol,-9.15,0.40000000000000036,0.16000000000000028
C=CC1CCC=CC1,CS(=O)C,,-3.97,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=56895)'],C=CC1CC=CCC1,CS(C)=O,C=CC1CC=CCC1.CS(C)=O,True,1686,DiMethylSulfoxide,-3.57,0.40000000000000036,0.16000000000000028
CC1=CC(=C(C=C1)C)O,CCCCCCC,,-6.44,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],Cc1ccc(C)c(O)c1,CCCCCCC,Cc1ccc(C)c(O)c1.CCCCCCC,True,14875,Heptane,-6.04,0.40000000000000036,0.16000000000000028
CCCCC(=O)OC,Cc1ccccc1,,-5.65,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCCC(=O)OC,Cc1ccccc1,CCCCC(=O)OC.Cc1ccccc1,True,7195,Toluene,-5.25,0.40000000000000036,0.16000000000000028
CCC1CCCCC1,CCCCC,,-5.41,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=55141)', 'CompSol Binary (entry number=55142)']",CCC1CCCCC1,CCCCC,CCC1CCCCC1.CCCCC,True,6540,n-Pentane,-5.01,0.40000000000000036,0.16000000000000028
CC(=O)NC1=CC=C(C=C1)O,CCCCCO,,-15.63,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CC(=O)Nc1ccc(O)cc1,CCCCCO,CC(=O)Nc1ccc(O)cc1.CCCCCO,True,2596,1-Pentanol,-15.23,0.40000000000000036,0.16000000000000028
Oc1ccccc1,CCCCCO,,-8.55,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Oc1ccccc1,CCCCCO,Oc1ccccc1.CCCCCO,True,22351,1-Pentanol,-8.15,0.40000000000000036,0.16000000000000028
Nc1ccc(cc1)[N+]([O-])=O,O,,-9.45,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Nc1ccc([N+](=O)[O-])cc1,O,Nc1ccc([N+](=O)[O-])cc1.O,True,18266,Water,-9.85,0.40000000000000036,0.16000000000000028
C1CCCCC1,CCCCCCCCO,,-3.595,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.14,C1CCCCC1,CCCCCCCCO,C1CCCCC1.CCCCCCCCO,True,750,n-Octanol,-3.19,0.40500000000000025,0.1640250000000002
CCCCCC,CCCCCCCCO,,-3.185,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.18,CCCCCC,CCCCCCCCO,CCCCCC.CCCCCCCCO,True,7763,n-Octanol,-2.78,0.40500000000000025,0.1640250000000002
C1=CC(=CC(=C1)Cl)O,CCCCCC,,-6.52,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],Oc1cccc(Cl)c1,CCCCCC,Oc1cccc(Cl)c1.CCCCCC,True,22290,n-Hexane,-6.11,0.40999999999999925,0.1680999999999994
Cc1cccnc1,C1CCCCC1,,-5.14,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Cc1cccnc1,C1CCCCC1,Cc1cccnc1.C1CCCCC1,True,15666,CycloHexane,-4.73,0.40999999999999925,0.1680999999999994
Cc1ccccc1O,O,,-5.859999999999999,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.01,Cc1ccccc1O,O,Cc1ccccc1O.O,True,15630,Water,-5.45,0.40999999999999925,0.1680999999999994
Clc1ccccc1,C1CCC2CCCCC2C1,,-4.61,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Clc1ccccc1,C1CCC2CCCCC2C1,Clc1ccccc1.C1CCC2CCCCC2C1,True,16597,Decalin,-5.02,0.40999999999999925,0.1680999999999994
CCOCC,CCCCCCCCCCO,,-2.93,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CCOCC,CCCCCCCCCCO,CCOCC.CCCCCCCCCCO,True,11216,1-Decanol,-3.34,0.4099999999999997,0.16809999999999975
CCCCCCCCC,C(=O)N(C)C,,-4.3,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)', 'CompSol Binary (entry number=51052)', 'CompSol Binary (entry number=51054)', 'CompSol Binary (entry number=51060)']",CCCCCCCCC,CN(C)C=O,CCCCCCCCC.CN(C)C=O,True,8388,"n,n-DiMethylFormamide",-3.89,0.4099999999999997,0.16809999999999975
CC(=C)C,CC(=O)C,,-2.37,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)']",C=C(C)C,CC(C)=O,C=C(C)C.CC(C)=O,True,1169,Acetone,-2.78,0.4099999999999997,0.16809999999999975
CC(C)CC(C)(C)C,CCC(=O)C,,-4.05,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)']",CC(C)CC(C)(C)C,CCC(C)=O,CC(C)CC(C)(C)C.CCC(C)=O,True,3810,Butanone,-3.64,0.4099999999999997,0.16809999999999975
C(C(F)(F)F)F,CCCCCCCCC,,-0.76,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=52561)'],FCC(F)(F)F,CCCCCCCCC,FCC(F)(F)F.CCCCCCCCC,True,17037,n-Nonane,-1.17,0.4099999999999999,0.16809999999999994
CCC,c1cc(C)ccc1C,,-1.56,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],CCC,Cc1ccc(C)cc1,CCC.Cc1ccc(C)cc1,True,6417,p-Xylene,-1.97,0.4099999999999999,0.16809999999999994
CCC,c1cccc(C)c1C,,-1.52,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],CCC,Cc1ccccc1C,CCC.Cc1ccccc1C,True,6419,o-Xylene,-1.93,0.4099999999999999,0.16809999999999994
C=CCC(C)C,O,,1.9,10.1016/j.cej.2021.129307,"['Abraham Paper (A27)', 'CompSol Binary (entry number=64793)']",C=CCC(C)C,O,C=CCC(C)C.O,True,1762,Water,1.49,0.4099999999999999,0.16809999999999994
C,c1ccccc1I,,0.83,10.1016/j.cej.2021.129307,['Abraham Paper (A6)'],C,Ic1ccccc1,C.Ic1ccccc1,True,397,IodoBenzene,0.42,0.41,0.16809999999999997
CC(C)C1CCC(=C)C=C1,O,,0.26,10.1016/j.cej.2021.129307,['Abraham Paper (A28)'],C=C1C=CC(C(C)C)CC1,O,C=C1C=CC(C(C)C)CC1.O,True,1387,Water,0.67,0.41000000000000003,0.16810000000000003
C(F)(F)(F)Cl,CCCCCCCCC,,-0.46,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=52697)'],FC(F)(F)Cl,CCCCCCCCC,FC(F)(F)Cl.CCCCCCCCC,True,16902,n-Nonane,-0.05,0.41000000000000003,0.16810000000000003
CC1(C2CCC(C2)C1=C)C,O,,0.61,10.1016/j.cej.2021.129307,['Abraham Paper (A28)'],C=C1C2CCC(C2)C1(C)C,O,C=C1C2CCC(C2)C1(C)C.O,True,1382,Water,1.02,0.41000000000000003,0.16810000000000003
CCCC(C)C,CCCCCCCCC,,-3.67,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=52630)', 'CompSol Binary (entry number=52631)']",CCCC(C)C,CCCCCCCCC,CCCC(C)C.CCCCCCCCC,True,6892,n-Nonane,-3.26,0.41000000000000014,0.1681000000000001
CCOC(=O)c1ccc(O)cc1,O,,-9.2,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOC(=O)c1ccc(O)cc1,O,CCOC(=O)c1ccc(O)cc1.O,True,11039,Water,-8.79,0.41000000000000014,0.1681000000000001
CCCCCCC,C1CCC2=CC=CC=C2C1,,-4.37,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=2077)'],CCCCCCC,c1ccc2c(c1)CCCC2,CCCCCCC.c1ccc2c(c1)CCCC2,True,8079,Tetralin,-3.96,0.41000000000000014,0.1681000000000001
CC(=C)C1CCC(=CC1)C=O,O,,-4.09,10.1016/j.cej.2021.129307,['FreeSolv (entry number=596)'],C=C(C)C1CC=C(C=O)CC1,O,C=C(C)C1CC=C(C=O)CC1.O,True,1216,Water,-4.5,0.41000000000000014,0.1681000000000001
CCC1CCCCC1,CCBr,,-5.53,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=34098)'],CCC1CCCCC1,CCBr,CCC1CCCCC1.CCBr,True,6533,BromoEthane,-5.12,0.41000000000000014,0.1681000000000001
COC(C)=O,CCc1ccccc1,,-3.74,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,COC(C)=O,CCc1ccccc1,COC(C)=O.CCc1ccccc1,True,13058,EthylBenzene,-3.33,0.41000000000000014,0.1681000000000001
CN(C)C(=O)NC1=CC=C(C=C1)Cl,CC(=O)OCC,,-13.07,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",CN(C)C(=O)Nc1ccc(Cl)cc1,CCOC(C)=O,CN(C)C(=O)Nc1ccc(Cl)cc1.CCOC(C)=O,True,12002,EthylEthanoate,-13.48,0.41000000000000014,0.1681000000000001
CCCCCCC,ClCCl,,-4.45,10.1016/j.cej.2021.129307,"['Abraham Paper (A7)', 'CompSol Binary (entry number=37627)', 'CompSol Binary (entry number=37628)']",CCCCCCC,ClCCl,CCCCCCC.ClCCl,True,8045,Dichloromethane,-4.86,0.41000000000000014,0.1681000000000001
Cc1ccccc1,CCCCCO,,-4.37,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.12,Cc1ccccc1,CCCCCO,Cc1ccccc1.CCCCCO,True,15404,1-Pentanol,-4.78,0.41000000000000014,0.1681000000000001
CC1CCC(O1)C,O,,-2.92,10.1016/j.cej.2021.129307,['FreeSolv (entry number=293)'],CC1CCC(C)O1,O,CC1CCC(C)O1.O,True,5369,Water,-2.51,0.41000000000000014,0.1681000000000001
C=CC=C,CC(=O)OC,,-2.26,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=30712)'],C=CC=C,COC(C)=O,C=CC=C.COC(C)=O,True,1725,MethylEthanoate,-2.67,0.41000000000000014,0.1681000000000001
C(Cl)Cl,CC(C)(C)CC(C)C,,-2.84,10.1016/j.cej.2021.129307,['Abraham Paper (A31)'],ClCCl,CC(C)CC(C)(C)C,ClCCl.CC(C)CC(C)(C)C,True,16155,"2,2,4-TriMethylPentane",-3.25,0.41000000000000014,0.1681000000000001
CCCCCCCCC,CC1=CC=CC=N1,,-5.45,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=24184)'],CCCCCCCCC,Cc1ccccn1,CCCCCCCCC.Cc1ccccn1,True,8399,2-MethylPyridine,-5.04,0.41000000000000014,0.1681000000000001
CCC(C)O,c1ccccc1Cl,,-4.26,10.1016/j.cej.2021.129307,['Abraham Paper (A6)'],CCC(C)O,Clc1ccccc1,CCC(C)O.Clc1ccccc1,True,6221,ChloroBenzene,-4.67,0.41000000000000014,0.1681000000000001
C1=CC(=CC(=C1)O)O,CCCCCC,,-5.78,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],Oc1cccc(O)c1,CCCCCC,Oc1cccc(O)c1.CCCCCC,True,22301,n-Hexane,-6.19,0.41000000000000014,0.1681000000000001
C1CCOC1,ClC(Cl)(Cl)Cl,,-4.28,10.1016/j.cej.2021.129307,"['Abraham Paper (A7)', 'CompSol Binary (entry number=58212)', 'CompSol Binary (entry number=58213)', 'CompSol Binary (entry number=58214)', 'CompSol Binary (entry number=58215)', 'CompSol Binary (entry number=58216)', 'CompSol Binary (entry number=58217)']",C1CCOC1,ClC(Cl)(Cl)Cl,C1CCOC1.ClC(Cl)(Cl)Cl,True,919,CarbonTetraChloride,-3.87,0.41000000000000014,0.1681000000000001
CC(C)CC(C)C,CCOC1=CC=CC=C1,,-3.64,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=40495)'],CC(C)CC(C)C,CCOc1ccccc1,CC(C)CC(C)C.CCOc1ccccc1,True,3881,EthylPhenylEther,-3.23,0.41000000000000014,0.1681000000000001
CCCCCCCCCC,O,,3.18,10.1016/j.cej.2021.129307,"['Abraham Paper (A10)', 'Abraham Paper (A11)', 'Abraham Paper (A11)', 'Abraham Paper (A11)', 'Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A4)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'FreeSolv (entry number=264)', 'CompSol Binary (entry number=66471)', 'CompSol Binary (entry number=66474)', 'CompSol Binary (entry number=66475)']",CCCCCCCCCC,O,CCCCCCCCCC.O,True,8485,Water,2.77,0.41000000000000014,0.1681000000000001
CC(C)CC(=O)O,O,,-6.09,10.1016/j.cej.2021.129307,['FreeSolv (entry number=99)'],CC(C)CC(=O)O,O,CC(C)CC(=O)O.O,True,3799,Water,-5.68,0.41000000000000014,0.1681000000000001
CCCCCOC(C)=O,CCCCC,,-5.62,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCCCOC(C)=O,CCCCC,CCCCCOC(C)=O.CCCCC,True,9306,n-Pentane,-6.03,0.41000000000000014,0.1681000000000001
CC(=O)N(C)C,CC(C)(C)CC(C)C,,-5.19,10.1016/j.cej.2021.129307,['Abraham Paper (A31)'],CC(=O)N(C)C,CC(C)CC(C)(C)C,CC(=O)N(C)C.CC(C)CC(C)(C)C,True,2472,"2,2,4-TriMethylPentane",-4.78,0.41000000000000014,0.1681000000000001
CO,CNC=O,,-4.54,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CO,CNC=O,CO.CNC=O,True,12668,n-MethylFormamide,-4.95,0.41000000000000014,0.1681000000000001
CCCCC(C)=O,CCCCc1ccccc1,,-5.31,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCCC(C)=O,CCCCc1ccccc1,CCCCC(C)=O.CCCCc1ccccc1,True,7255,n-ButylBenzene,-5.72,0.41000000000000014,0.1681000000000001
Nc1ccccc1,CCCCCCCCO,,-6.71,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Nc1ccccc1,CCCCCCCCO,Nc1ccccc1.CCCCCCCCO,True,18355,n-Octanol,-7.12,0.41000000000000014,0.1681000000000001
Cc1cccc(C)c1,CCOCC,,-5.56,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Cc1cccc(C)c1,CCOCC,Cc1cccc(C)c1.CCOCC,True,15231,DiethylEther,-5.97,0.41000000000000014,0.1681000000000001
CCCCCl,CCCCCCC,,-3.96,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CCCCCl,CCCCCCC,CCCCCl.CCCCCCC,True,9370,Heptane,-4.37,0.41000000000000014,0.1681000000000001
CCOCC,CCCCOCCCC,,-3.23,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A9)']",CCOCC,CCCCOCCCC,CCOCC.CCCCOCCCC,True,11222,DiButylEther,-2.82,0.41000000000000014,0.1681000000000001
C(=O)=O,CS(=O)C,,-0.69,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=56962)', 'CompSol Binary (entry number=56963)', 'CompSol Binary (entry number=56964)', 'CompSol Binary (entry number=56965)']",O=C=O,CS(C)=O,O=C=O.CS(C)=O,True,20651,DiMethylSulfoxide,-1.1,0.41000000000000014,0.1681000000000001
Cc1ccccc1,CCOCC,,-5.175000000000001,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.06,Cc1ccccc1,CCOCC,Cc1ccccc1.CCOCC,True,15420,DiethylEther,-5.59,0.41499999999999915,0.1722249999999993
c1ccccc1,CCCCCCCCO,,-3.765,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.04,c1ccccc1,CCCCCCCCO,c1ccccc1.CCCCCCCCO,True,23445,n-Octanol,-4.18,0.4149999999999996,0.17222499999999966
CCCCCCCCCCCCCCCCCCCCO,CC(O)C,,-16.22,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",CCCCCCCCCCCCCCCCCCCCO,CC(C)O,CCCCCCCCCCCCCCCCCCCCO.CC(C)O,True,8746,2-Propanol,-15.8,0.41999999999999815,0.17639999999999845
CC(C)(C)Cl,C1=CC=CC=C1,,-3.93,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=32452)'],CC(C)(C)Cl,c1ccccc1,CC(C)(C)Cl.c1ccccc1,True,3201,Benzene,-4.35,0.4199999999999995,0.17639999999999956
CCCCC(C)(C)C,O,,3.02,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=63431)'],CCCCC(C)(C)C,O,CCCCC(C)(C)C.O,True,7234,Water,2.6,0.41999999999999993,0.17639999999999995
